2020-06-08 00:00:33.147 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:24.684 [http-nio-8089-exec-9] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:01:24.685 [http-nio-8089-exec-9] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.PermsController.findBasePermission()
2020-06-08 00:01:24.685 [http-nio-8089-exec-9] INFO  com.demo.aspect.HttpAspect -请求参数:[]
2020-06-08 00:01:24.685 [http-nio-8089-exec-9] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:01:24.685 [http-nio-8089-exec-9] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:01:24.715 [http-nio-8089-exec-9] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:01:24.715 [http-nio-8089-exec-9] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","data":[{"children":[{"children":[{"name":"新增字典","id":"08f07ff0093611eaabbd5c93a27933da"},{"name":"删除字典","id":"1ea2d9c2093611eaabbd5c93a27933da"},{"name":"修改字典","id":"36fd4e99093611eaabbd5c93a27933da"},{"name":"查询字典","id":"f0a12818093511eaabbd5c93a27933da"}],"name":"字典列表","id":"d6e1b7c1093511eaabbd5c93a27933da"}],"name":"数据字典","id":"0881bbf9091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询课程","id":"324fb6ee092311eab9205c93a27933da"},{"name":"新增课程","id":"46d58979092311eab9205c93a27933da"},{"name":"删除课程","id":"5b6fb596092311eab9205c93a27933da"},{"name":"修改课程","id":"71254f21092311eab9205c93a27933da"}],"name":"课程列表","id":"1c8ee72c092311eab9205c93a27933da"}],"name":"课程管理","id":"106970c4091c11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"修改用户状态","id":"23f4adac091e11eab9205c93a27933da"},{"name":"查询用户列表","id":"820efa55091d11eab9205c93a27933da"},{"name":"增加用户","id":"ba31aeb4091d11eab9205c93a27933da"},{"name":"删除用户","id":"d7fce144091d11eab9205c93a27933da"},{"name":"修改用户","id":"fc2eb41a091d11eab9205c93a27933da"}],"name":"用户列表1","id":"5a9d92b7091d11eab9205c93a27933da"}],"name":"用户管理","id":"13df1129091a11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"删除角色","id":"09e01079093711eaabbd5c93a27933da"},{"name":"修改角色","id":"20e2403a093711eaabbd5c93a27933da"},{"name":"为角色赋予权限","id":"356cb6a6093711eaabbd5c93a27933da"},{"name":"查询角色","id":"dce14c10093611eaabbd5c93a27933da"},{"name":"新增角色","id":"f5e9849a093611eaabbd5c93a27933da"}],"name":"角色列表","id":"680742f1093611eaabbd5c93a27933da"},{"children":[{"name":"查询权限","id":"5897fe38093711eaabbd5c93a27933da"},{"name":"新增权限","id":"7db7ea01093711eaabbd5c93a27933da"},{"name":"删除权限","id":"92138d58093711eaabbd5c93a27933da"},{"name":"编辑权限","id":"a53b3939093711eaabbd5c93a27933da"}],"name":"菜单列表","id":"8988d3f1093611eaabbd5c93a27933da"}],"name":"权限管理","id":"1ad9f642091b11eab9205c93a27933da","parentId":"0"},{"children":[{"name":"我的作业","id":"1111112121121231212112"},{"name":"作业管理","id":"11123456765432345678765432345654"},{"name":"学生作业","id":"1244444444444444"}],"name":"作业管理","id":"2345621212121212","parentId":"0"},{"children":[{"children":[{"name":"选课","id":"33758e410f9b11ea99ba5c93a27933da"},{"name":"未选课程","id":"55024eb9105011eab30e5c93a27933da"}],"name":"我的课程","id":"4a4808370f9911ea99ba5c93a27933da"},{"name":"我的成绩","id":"a045a6fc0f9911ea99ba5c93a27933da"},{"children":[{"name":"成绩新增","id":"87258518104811eab30e5c93a27933da"},{"name":"成绩删除","id":"bb51fcb3104811eab30e5c93a27933da"},{"name":"成绩修改","id":"d3c27e01104811eab30e5c93a27933da"}],"name":"成绩统计","id":"c617be7e0f9a11ea99ba5c93a27933da"},{"children":[{"name":"打分","id":"6ebaf9080f9b11ea99ba5c93a27933da"},{"name":"查看课程学生","id":"9a86ebce112b11ea8c055c93a27933da"}],"name":"课程中心","id":"ecaed7bf0f9911ea99ba5c93a27933da"}],"name":"个人中心","id":"2a8d713f0f9911ea99ba5c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询登录日志","id":"be422d69093811eaabbd5c93a27933da"}],"name":"登录日志","id":"a015d1c9093811eaabbd5c93a27933da"},{"children":[{"name":"统计登录","id":"139595391c1b11ea83aa5c93a27933da"},{"name":"统计请求","id":"43c818ae1c1b11ea83aa5c93a27933da"}],"name":"统计分析","id":"acea8c541c1a11ea83aa5c93a27933da"},{"children":[{"name":"查询操作记录","id":"edf5aafd093811eaabbd5c93a27933da"}],"name":"操作记录","id":"d54cce0a093811eaabbd5c93a27933da"}],"name":"系统管理","id":"3dfc9c48091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询学生列表","id":"823190dd091e11eab9205c93a27933da"},{"name":"增加学生","id":"af5f93ba091e11eab9205c93a27933da"},{"name":"删除学生","id":"c6bdac03091e11eab9205c93a27933da"},{"name":"修改学生","id":"df671ea6091e11eab9205c93a27933da"}],"name":"学生列表","id":"5ec1d332091e11eab9205c93a27933da"}],"name":"学生管理","id":"62c45854091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"删除班级","id":"0a8dc6d5092011eab9205c93a27933da"},{"name":"修改班级","id":"2a40ca0e092011eab9205c93a27933da"},{"name":"管理班级学生","id":"43f0d8d0092011eab9205c93a27933da"},{"name":"查询班级","id":"d513e734091f11eab9205c93a27933da"},{"name":"新增班级","id":"f04cef41091f11eab9205c93a27933da"}],"name":"班级列表","id":"95261a58091f11eab9205c93a27933da"}],"name":"班级管理","id":"826e1aa2091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询专业","id":"9c03b751092011eab9205c93a27933da"},{"name":"新增专业","id":"b3d419f8092011eab9205c93a27933da"},{"name":"删除专业","id":"ca116b67092011eab9205c93a27933da"},{"name":"修改专业","id":"e0d97a6b092011eab9205c93a27933da"},{"name":"管理班级","id":"f803420d092011eab9205c93a27933da"}],"name":"专业列表","id":"83d1cb50092011eab9205c93a27933da"}],"name":"专业管理","id":"95ccc408091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询学院","id":"314753b3092111eab9205c93a27933da"},{"name":"新增学院","id":"4af67cfe092111eab9205c93a27933da"},{"name":"删除学院","id":"60059b5f092111eab9205c93a27933da"},{"name":"修改学院","id":"747e17c7092111eab9205c93a27933da"},{"name":"管理专业","id":"8a941710092111eab9205c93a27933da"}],"name":"学院列表","id":"1126ce20092111eab9205c93a27933da"}],"name":"学院管理","id":"aff61364091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询成绩","id":"2fe8c0af092211eab9205c93a27933da"},{"name":"新增成绩","id":"47faa744092211eab9205c93a27933da"},{"name":"删除成绩","id":"6235890f092211eab9205c93a27933da"},{"name":"修改成绩","id":"8195dc47092211eab9205c93a27933da"}],"name":"成绩列表","id":"0a5855f9092211eab9205c93a27933da"}],"name":"成绩管理","id":"cc8c06b0091b11eab9205c93a27933da","parentId":"0"},{"children":[{"name":"考试管理","id":"7cd5fc614fd811eaa4985c93a27933da"},{"name":"我的考试","id":"7dadb39f4fd711eaa4985c93a27933da"},{"name":"题库管理","id":"afa5548c4fd811eaa4985c93a27933da"}],"name":"考试管理","id":"f75c6e824fd711eaa4985c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"修改老师","id":"05bb23b6092311eab9205c93a27933da"},{"name":"查询老师","id":"be4b7030092211eab9205c93a27933da"},{"name":"新增老师","id":"d9d9ab35092211eab9205c93a27933da"},{"name":"删除老师","id":"ef4b5bcd092211eab9205c93a27933da"}],"name":"老师列表","id":"a38c0dd5092211eab9205c93a27933da"}],"name":"老师管理","id":"ff7cc273091b11eab9205c93a27933da","parentId":"0"}],"status":200}
2020-06-08 00:01:24.820 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:24.820 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求url:/role/findRolesPermisByRole
2020-06-08 00:01:24.821 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:01:24.821 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:01:24.821 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.RoleController.findRolesPermisByRole()
2020-06-08 00:01:24.821 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求参数:[2]
2020-06-08 00:01:24.821 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:01:24.821 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:01:24.828 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:01:24.828 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","data":["1126ce20092111eab9205c93a27933da","324fb6ee092311eab9205c93a27933da","2a8d713f0f9911ea99ba5c93a27933da","bb51fcb3104811eab30e5c93a27933da","d513e734091f11eab9205c93a27933da","a045a6fc0f9911ea99ba5c93a27933da","9a86ebce112b11ea8c055c93a27933da","11123456765432345678765432345654","23f4adac091e11eab9205c93a27933da","43f0d8d0092011eab9205c93a27933da","e0d97a6b092011eab9205c93a27933da","9c03b751092011eab9205c93a27933da","13df1129091a11eab9205c93a27933da","5b6fb596092311eab9205c93a27933da","d3c27e01104811eab30e5c93a27933da","4a4808370f9911ea99ba5c93a27933da","46d58979092311eab9205c93a27933da","33758e410f9b11ea99ba5c93a27933da","1c8ee72c092311eab9205c93a27933da","fc2eb41a091d11eab9205c93a27933da","d7fce144091d11eab9205c93a27933da","1244444444444444","5a9d92b7091d11eab9205c93a27933da","afa5548c4fd811eaa4985c93a27933da","aff61364091b11eab9205c93a27933da","af5f93ba091e11eab9205c93a27933da","c617be7e0f9a11ea99ba5c93a27933da","6ebaf9080f9b11ea99ba5c93a27933da","8a941710092111eab9205c93a27933da","55024eb9105011eab30e5c93a27933da","f803420d092011eab9205c93a27933da","820efa55091d11eab9205c93a27933da","106970c4091c11eab9205c93a27933da","83d1cb50092011eab9205c93a27933da","95261a58091f11eab9205c93a27933da","314753b3092111eab9205c93a27933da","2a40ca0e092011eab9205c93a27933da","87258518104811eab30e5c93a27933da","60059b5f092111eab9205c93a27933da","5ec1d332091e11eab9205c93a27933da","826e1aa2091b11eab9205c93a27933da","1111112121121231212112","7cd5fc614fd811eaa4985c93a27933da","747e17c7092111eab9205c93a27933da","62c45854091b11eab9205c93a27933da","c6bdac03091e11eab9205c93a27933da","ecaed7bf0f9911ea99ba5c93a27933da","823190dd091e11eab9205c93a27933da","4af67cfe092111eab9205c93a27933da","ca116b67092011eab9205c93a27933da","f04cef41091f11eab9205c93a27933da","b3d419f8092011eab9205c93a27933da","f75c6e824fd711eaa4985c93a27933da","71254f21092311eab9205c93a27933da","95ccc408091b11eab9205c93a27933da","df671ea6091e11eab9205c93a27933da","0a8dc6d5092011eab9205c93a27933da","ba31aeb4091d11eab9205c93a27933da","7dadb39f4fd711eaa4985c93a27933da"],"status":200}
2020-06-08 00:01:29.172 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:29.172 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求url:/perms/findBasePermission
2020-06-08 00:01:29.172 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:01:29.172 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:01:29.172 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.PermsController.findBasePermission()
2020-06-08 00:01:29.172 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求参数:[]
2020-06-08 00:01:29.172 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:01:29.172 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:01:29.202 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:01:29.202 [http-nio-8089-exec-10] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","data":[{"children":[{"children":[{"name":"新增字典","id":"08f07ff0093611eaabbd5c93a27933da"},{"name":"删除字典","id":"1ea2d9c2093611eaabbd5c93a27933da"},{"name":"修改字典","id":"36fd4e99093611eaabbd5c93a27933da"},{"name":"查询字典","id":"f0a12818093511eaabbd5c93a27933da"}],"name":"字典列表","id":"d6e1b7c1093511eaabbd5c93a27933da"}],"name":"数据字典","id":"0881bbf9091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询课程","id":"324fb6ee092311eab9205c93a27933da"},{"name":"新增课程","id":"46d58979092311eab9205c93a27933da"},{"name":"删除课程","id":"5b6fb596092311eab9205c93a27933da"},{"name":"修改课程","id":"71254f21092311eab9205c93a27933da"}],"name":"课程列表","id":"1c8ee72c092311eab9205c93a27933da"}],"name":"课程管理","id":"106970c4091c11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"修改用户状态","id":"23f4adac091e11eab9205c93a27933da"},{"name":"查询用户列表","id":"820efa55091d11eab9205c93a27933da"},{"name":"增加用户","id":"ba31aeb4091d11eab9205c93a27933da"},{"name":"删除用户","id":"d7fce144091d11eab9205c93a27933da"},{"name":"修改用户","id":"fc2eb41a091d11eab9205c93a27933da"}],"name":"用户列表1","id":"5a9d92b7091d11eab9205c93a27933da"}],"name":"用户管理","id":"13df1129091a11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"删除角色","id":"09e01079093711eaabbd5c93a27933da"},{"name":"修改角色","id":"20e2403a093711eaabbd5c93a27933da"},{"name":"为角色赋予权限","id":"356cb6a6093711eaabbd5c93a27933da"},{"name":"查询角色","id":"dce14c10093611eaabbd5c93a27933da"},{"name":"新增角色","id":"f5e9849a093611eaabbd5c93a27933da"}],"name":"角色列表","id":"680742f1093611eaabbd5c93a27933da"},{"children":[{"name":"查询权限","id":"5897fe38093711eaabbd5c93a27933da"},{"name":"新增权限","id":"7db7ea01093711eaabbd5c93a27933da"},{"name":"删除权限","id":"92138d58093711eaabbd5c93a27933da"},{"name":"编辑权限","id":"a53b3939093711eaabbd5c93a27933da"}],"name":"菜单列表","id":"8988d3f1093611eaabbd5c93a27933da"}],"name":"权限管理","id":"1ad9f642091b11eab9205c93a27933da","parentId":"0"},{"children":[{"name":"我的作业","id":"1111112121121231212112"},{"name":"作业管理","id":"11123456765432345678765432345654"},{"name":"学生作业","id":"1244444444444444"}],"name":"作业管理","id":"2345621212121212","parentId":"0"},{"children":[{"children":[{"name":"选课","id":"33758e410f9b11ea99ba5c93a27933da"},{"name":"未选课程","id":"55024eb9105011eab30e5c93a27933da"}],"name":"我的课程","id":"4a4808370f9911ea99ba5c93a27933da"},{"name":"我的成绩","id":"a045a6fc0f9911ea99ba5c93a27933da"},{"children":[{"name":"成绩新增","id":"87258518104811eab30e5c93a27933da"},{"name":"成绩删除","id":"bb51fcb3104811eab30e5c93a27933da"},{"name":"成绩修改","id":"d3c27e01104811eab30e5c93a27933da"}],"name":"成绩统计","id":"c617be7e0f9a11ea99ba5c93a27933da"},{"children":[{"name":"打分","id":"6ebaf9080f9b11ea99ba5c93a27933da"},{"name":"查看课程学生","id":"9a86ebce112b11ea8c055c93a27933da"}],"name":"课程中心","id":"ecaed7bf0f9911ea99ba5c93a27933da"}],"name":"个人中心","id":"2a8d713f0f9911ea99ba5c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询登录日志","id":"be422d69093811eaabbd5c93a27933da"}],"name":"登录日志","id":"a015d1c9093811eaabbd5c93a27933da"},{"children":[{"name":"统计登录","id":"139595391c1b11ea83aa5c93a27933da"},{"name":"统计请求","id":"43c818ae1c1b11ea83aa5c93a27933da"}],"name":"统计分析","id":"acea8c541c1a11ea83aa5c93a27933da"},{"children":[{"name":"查询操作记录","id":"edf5aafd093811eaabbd5c93a27933da"}],"name":"操作记录","id":"d54cce0a093811eaabbd5c93a27933da"}],"name":"系统管理","id":"3dfc9c48091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询学生列表","id":"823190dd091e11eab9205c93a27933da"},{"name":"增加学生","id":"af5f93ba091e11eab9205c93a27933da"},{"name":"删除学生","id":"c6bdac03091e11eab9205c93a27933da"},{"name":"修改学生","id":"df671ea6091e11eab9205c93a27933da"}],"name":"学生列表","id":"5ec1d332091e11eab9205c93a27933da"}],"name":"学生管理","id":"62c45854091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"删除班级","id":"0a8dc6d5092011eab9205c93a27933da"},{"name":"修改班级","id":"2a40ca0e092011eab9205c93a27933da"},{"name":"管理班级学生","id":"43f0d8d0092011eab9205c93a27933da"},{"name":"查询班级","id":"d513e734091f11eab9205c93a27933da"},{"name":"新增班级","id":"f04cef41091f11eab9205c93a27933da"}],"name":"班级列表","id":"95261a58091f11eab9205c93a27933da"}],"name":"班级管理","id":"826e1aa2091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询专业","id":"9c03b751092011eab9205c93a27933da"},{"name":"新增专业","id":"b3d419f8092011eab9205c93a27933da"},{"name":"删除专业","id":"ca116b67092011eab9205c93a27933da"},{"name":"修改专业","id":"e0d97a6b092011eab9205c93a27933da"},{"name":"管理班级","id":"f803420d092011eab9205c93a27933da"}],"name":"专业列表","id":"83d1cb50092011eab9205c93a27933da"}],"name":"专业管理","id":"95ccc408091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询学院","id":"314753b3092111eab9205c93a27933da"},{"name":"新增学院","id":"4af67cfe092111eab9205c93a27933da"},{"name":"删除学院","id":"60059b5f092111eab9205c93a27933da"},{"name":"修改学院","id":"747e17c7092111eab9205c93a27933da"},{"name":"管理专业","id":"8a941710092111eab9205c93a27933da"}],"name":"学院列表","id":"1126ce20092111eab9205c93a27933da"}],"name":"学院管理","id":"aff61364091b11eab9205c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"查询成绩","id":"2fe8c0af092211eab9205c93a27933da"},{"name":"新增成绩","id":"47faa744092211eab9205c93a27933da"},{"name":"删除成绩","id":"6235890f092211eab9205c93a27933da"},{"name":"修改成绩","id":"8195dc47092211eab9205c93a27933da"}],"name":"成绩列表","id":"0a5855f9092211eab9205c93a27933da"}],"name":"成绩管理","id":"cc8c06b0091b11eab9205c93a27933da","parentId":"0"},{"children":[{"name":"考试管理","id":"7cd5fc614fd811eaa4985c93a27933da"},{"name":"我的考试","id":"7dadb39f4fd711eaa4985c93a27933da"},{"name":"题库管理","id":"afa5548c4fd811eaa4985c93a27933da"}],"name":"考试管理","id":"f75c6e824fd711eaa4985c93a27933da","parentId":"0"},{"children":[{"children":[{"name":"修改老师","id":"05bb23b6092311eab9205c93a27933da"},{"name":"查询老师","id":"be4b7030092211eab9205c93a27933da"},{"name":"新增老师","id":"d9d9ab35092211eab9205c93a27933da"},{"name":"删除老师","id":"ef4b5bcd092211eab9205c93a27933da"}],"name":"老师列表","id":"a38c0dd5092211eab9205c93a27933da"}],"name":"老师管理","id":"ff7cc273091b11eab9205c93a27933da","parentId":"0"}],"status":200}
2020-06-08 00:01:29.301 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:29.301 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求url:/role/findRolesPermisByRole
2020-06-08 00:01:29.301 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:01:29.301 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:01:29.301 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.RoleController.findRolesPermisByRole()
2020-06-08 00:01:29.301 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求参数:[3]
2020-06-08 00:01:29.301 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:01:29.301 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:01:29.309 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:01:29.309 [http-nio-8089-exec-2] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","data":["afa5548c4fd811eaa4985c93a27933da","11123456765432345678765432345654","7cd5fc614fd811eaa4985c93a27933da","1111112121121231212112","2a8d713f0f9911ea99ba5c93a27933da","c617be7e0f9a11ea99ba5c93a27933da","4a4808370f9911ea99ba5c93a27933da","6ebaf9080f9b11ea99ba5c93a27933da","55024eb9105011eab30e5c93a27933da","9a86ebce112b11ea8c055c93a27933da","a045a6fc0f9911ea99ba5c93a27933da","d3c27e01104811eab30e5c93a27933da","7dadb39f4fd711eaa4985c93a27933da","1244444444444444","f75c6e824fd711eaa4985c93a27933da","87258518104811eab30e5c93a27933da","ecaed7bf0f9911ea99ba5c93a27933da","33758e410f9b11ea99ba5c93a27933da","bb51fcb3104811eab30e5c93a27933da"],"status":200}
2020-06-08 00:01:39.036 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:39.037 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求url:/role/perms
2020-06-08 00:01:39.037 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:01:39.037 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求方式:POST
2020-06-08 00:01:39.037 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.RoleController.addRolesPermis()
2020-06-08 00:01:39.037 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求参数:[RolePerms(id=null, roleId=3, permsId=null, permsIds=[2345621212121212, 1111112121121231212112, 11123456765432345678765432345654, 1244444444444444, 2a8d713f0f9911ea99ba5c93a27933da, 4a4808370f9911ea99ba5c93a27933da, 33758e410f9b11ea99ba5c93a27933da, 55024eb9105011eab30e5c93a27933da, a045a6fc0f9911ea99ba5c93a27933da, c617be7e0f9a11ea99ba5c93a27933da, 87258518104811eab30e5c93a27933da, bb51fcb3104811eab30e5c93a27933da, d3c27e01104811eab30e5c93a27933da, ecaed7bf0f9911ea99ba5c93a27933da, 6ebaf9080f9b11ea99ba5c93a27933da, 9a86ebce112b11ea8c055c93a27933da, f75c6e824fd711eaa4985c93a27933da, 7cd5fc614fd811eaa4985c93a27933da, 7dadb39f4fd711eaa4985c93a27933da, afa5548c4fd811eaa4985c93a27933da], ids=null), org.springframework.validation.BeanPropertyBindingResult: 0 errors]
2020-06-08 00:01:39.037 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:01:39.037 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:01:39.043 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:39.043 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求url:/role/perms
2020-06-08 00:01:39.043 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:01:39.043 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求方式:POST
2020-06-08 00:01:39.043 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.RoleController.addRolesPermis()
2020-06-08 00:01:39.043 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求参数:[RolePerms(id=null, roleId=3, permsId=null, permsIds=[2345621212121212, 1111112121121231212112, 11123456765432345678765432345654, 1244444444444444, 2a8d713f0f9911ea99ba5c93a27933da, 4a4808370f9911ea99ba5c93a27933da, 33758e410f9b11ea99ba5c93a27933da, 55024eb9105011eab30e5c93a27933da, a045a6fc0f9911ea99ba5c93a27933da, c617be7e0f9a11ea99ba5c93a27933da, 87258518104811eab30e5c93a27933da, bb51fcb3104811eab30e5c93a27933da, d3c27e01104811eab30e5c93a27933da, ecaed7bf0f9911ea99ba5c93a27933da, 6ebaf9080f9b11ea99ba5c93a27933da, 9a86ebce112b11ea8c055c93a27933da, f75c6e824fd711eaa4985c93a27933da, 7cd5fc614fd811eaa4985c93a27933da, 7dadb39f4fd711eaa4985c93a27933da, afa5548c4fd811eaa4985c93a27933da], ids=null), org.springframework.validation.BeanPropertyBindingResult: 0 errors]
2020-06-08 00:01:39.044 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:01:39.044 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:01:39.062 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:01:39.063 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"保存成功","status":200}
2020-06-08 00:01:47.160 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:47.161 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求url:/user/login
2020-06-08 00:01:47.161 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:01:47.161 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求方式:POST
2020-06-08 00:01:47.161 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.LoginController.login()
2020-06-08 00:01:47.161 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求参数:[李老师, 1702a132e769a623c1adb78353fc9503, org.apache.catalina.session.StandardSessionFacade@25cd4cb0, org.apache.shiro.web.servlet.ShiroHttpServletRequest@4094a367]
2020-06-08 00:01:47.161 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:01:47.161 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:01:47.167 [http-nio-8089-exec-4] INFO  com.demo.shiro.AuthRealm -======================= 认证登陆 ======================
2020-06-08 00:01:47.169 [http-nio-8089-exec-4] INFO  com.demo.shiro.AuthRealm -======================= 登陆成功 ======================
2020-06-08 00:01:47.200 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
